iso3c	year	gdpc
PRT	1989	6056.38105317089
PRT	1988	5623.69704152219
PRT	1987	4803.86602452833
PRT	1986	3861.9485001653
PRT	1985	2705.19294328131
PRT	1984	2522.74753100674
PRT	1983	2735.49106580047
PRT	1982	3079.94954089111
PRT	1981	3245.9751144832
PRT	1980	3368.3668334281
PRT	1979	2755.62453285973
PRT	1978	2457.31312098827
PRT	1977	2267.37122479059
PRT	1976	2173.28421777555
ROU	2019	NA
ROU	2018	12301.1864034302
ROU	2017	10807.6844848917
ROU	2016	9567.0977819133
ROU	2015	8977.49854425137
ROU	2014	10026.9735781794
ROU	2013	9555.2442173314
ROU	2012	8535.0468756267
ROU	2011	9104.99562203019
ROU	2010	8209.9194562169
ROU	2009	8548.11867218639
ROU	2008	10435.0439841037
ROU	2007	8360.16632132485
ROU	2006	5757.4964285719
ROU	2005	4617.92901643258
ROU	2004	3494.94451718304
ROU	2003	2679.41190951209
ROU	2002	2119.88267323918
ROU	2001	1825.17980455979
ROU	2000	1659.90763954548
ROU	1999	1599.88953304677
ROU	1998	1852.46730900412
ROU	1997	1577.32335708773
ROU	1996	1633.01064354117
ROU	1995	1650.27648080037
ROU	1994	1323.10432504932
ROU	1993	1158.13251591344
ROU	1992	1102.10378473246
ROU	1991	1260.74904545125
ROU	1990	1680.70562287227
ROU	1989	1817.90210089083
ROU	1988	1769.88993114409
ROU	1987	1673.83836389995
ROU	1986	NA
ROU	1985	NA
ROU	1984	NA
ROU	1983	NA
ROU	1982	NA
ROU	1981	NA
ROU	1980	NA
ROU	1979	NA
ROU	1978	NA
ROU	1977	NA
ROU	1976	NA
SWE	2019	NA
SWE	2018	54608.3602546906
SWE	2017	53744.4290321437
SWE	2016	51974.196555344
SWE	2015	51397.1917561446
SWE	2014	59843.5191685082
SWE	2013	60897.3656252518
SWE	2012	57874.2864975611
SWE	2011	60612.8788325926
SWE	2010	52817.441365794
SWE	2009	46793.9441559611
SWE	2008	55903.8998910782
SWE	2007	53341.4907726794
SWE	2006	46277.5767773402
SWE	2005	43163.9999589833
SWE	2004	42544.4104669386
SWE	2003	37090.9413658944
SWE	2002	29729.7193435303
SWE	2001	27093.0811103456
SWE	2000	29456.0686420488
SWE	1999	30740.211173941
SWE	1998	30382.6547219329
SWE	1997	30113.2539699551
SWE	1996	32774.0818408915
SWE	1995	30066.2251636804
SWE	1994	25883.0158194817
SWE	1993	24225.2998048694
SWE	1992	32532.4204711321
SWE	1991	31562.2506023967
SWE	1990	30343.1828708777
SWE	1989	25452.1079059468
SWE	1988	24333.8128934322
SWE	1987	21614.1295582712
SWE	1986	17833.7975379608
SWE	1985	13554.9586050245
SWE	1984	12991.7709401948
SWE	1983	12504.9976718694
SWE	1982	13626.4827130311
SWE	1981	15458.8141927102
SWE	1980	16957.8419674654
SWE	1979	14755.3556040673
SWE	1978	12517.186514241
SWE	1977	11354.8823584976
SWE	1976	10779.2903780852
SVN	2019	NA
SVN	2018	26123.9738694646
SVN	2017	23442.704281871
SVN	2016	21622.580683576
SVN	2015	20881.7667686947
SVN	2014	24214.9220717273
SVN	2013	23496.6023059673
SVN	2012	22643.1002515007
SVN	2011	25095.1326282071
SVN	2010	23509.5433941493
SVN	2009	24694.2305557835
SVN	2008	27483.3369524581
SVN	2007	23787.6466923136
SVN	2006	19672.9654929018
SVN	2005	18098.9087305
SVN	2004	17233.1385611279
SVN	2003	14849.0369516333
SVN	2002	11777.1555078451
SVN	2001	10479.759432707
SVN	2000	10201.3035366727
SVN	1999	11452.7827920923
SVN	1998	11175.7711014244
SVN	1997	10454.9655635051
SVN	1996	10815.1112238352
SVN	1995	10730.4509120315
SVN	1994	7564.74118401424
SVN	1993	6656.93337568165
SVN	1992	6562.01839609836
SVN	1991	6633.73828010506
SVN	1990	9107.47707941181
SVN	1989	NA
SVN	1988	NA
SVN	1987	NA
SVN	1986	NA
SVN	1985	NA
SVN	1984	NA
SVN	1983	NA
SVN	1982	NA
SVN	1981	NA
SVN	1980	NA
SVN	1979	NA
SVN	1978	NA
SVN	1977	NA
SVN	1976	NA
SVK	2019	NA
SVK	2018	19442.7057620693
SVK	2017	17510.0889889901
SVK	2016	16505.9980625369
SVK	2015	16309.073235592
SVK	2014	18670.9301711227
SVK	2013	18236.9807888867
SVK	2012	17460.0468093549
SVK	2011	18338.3622288437
SVK	2010	16727.2913264619
SVK	2009	16531.6705140706
SVK	2008	18677.2927109318
SVK	2007	16085.6115233381
SVK	2006	13159.7594413964
SVK	2005	11685.7548224391
SVK	2004	10671.8218610632
SVK	2003	8712.69879312059
SVK	2002	6533.55321303732
SVK	2001	5717.21708969017
SVK	2000	5413.15062068807
SVK	1999	5643.6751092567
SVK	1998	5538.61646477184
SVK	1997	5146.67107827084
SVK	1996	5196.94037965932
SVK	1995	4819.12555470987
SVK	1994	3771.35942702068
SVK	1993	3102.29679279586
SVK	1992	2920.91756673063
SVK	1991	2691.19560564077
SVK	1990	2405.53513644795
SVK	1989	NA
SVK	1988	NA
SVK	1987	NA
SVK	1986	NA
SVK	1985	NA
SVK	1984	NA
SVK	1983	NA
SVK	1982	NA
SVK	1981	NA
SVK	1980	NA
SVK	1979	NA
SVK	1978	NA
SVK	1977	NA
SVK	1976	NA
